zipcode,city,county,population
95501,Eureka,Humboldt County,23324
93907,Salinas,Monterey County,23299
91201,Glendale,Los Angeles County,23281
92602,Irvine,Orange County,23238
96007,Anderson,Shasta County,23228
94085,Sunnyvale,Santa Clara County,23223
92844,Garden Grove,Orange County,23189
92277,Twentynine Palms,San Bernardino County,23172
94597,Walnut Creek,Contra Costa County,23108
92782,Tustin,Orange County,23084
90404,Santa Monica,Los Angeles County,22929
94089,Sunnyvale,Santa Clara County,22882
90732,San Pedro,Los Angeles County,22780
95330,Lathrop,San Joaquin County,22760
93610,Chowchilla,Madera County,22724
93203,Arvin,Kern County,22662
90015,Los Angeles,Los Angeles County,22651
94030,Millbrae,San Mateo County,22625
92118,Coronado,San Diego County,22548
92225,Blythe,Riverside County,22460
92108,San Diego,San Diego County,22280
90720,Los Alamitos,Orange County,22261
93263,Shafter,Kern County,22210
92354,Loma Linda,San Bernardino County,22050
95135,San Jose,Santa Clara County,22015
95620,Dixon,Solano County,21954
92663,Newport Beach,Orange County,21951
92585,Sun City,Riverside County,21907
94579,San Leandro,Alameda County,21883
93560,Rosamond,Kern County,21756
94596,Walnut Creek,Contra Costa County,21700
94703,Berkeley,Alameda County,21697
90272,Pacific Palisades,Los Angeles County,21629
95818,Sacramento,Sacramento County,21625
92501,Riverside,Riverside County,21590
90603,Whittier,Los Angeles County,21584
90717,Lomita,Los Angeles County,21508
90048,Los Angeles,Los Angeles County,21489
91101,Pasadena,Los Angeles County,21395
93444,Nipomo,San Luis Obispo County,21331
95841,Sacramento,Sacramento County,21229
94706,Albany,Alameda County,21218
94127,San Francisco,San Francisco County,21151
90068,Los Angeles,Los Angeles County,21092
95405,Santa Rosa,Sonoma County,21082
95521,Arcata,Humboldt County,21068
95949,Grass Valley,Nevada County,21036
93630,Kerman,Fresno County,20764
95138,San Jose,Santa Clara County,20674
95827,Sacramento,Sacramento County,20666
92865,Orange,Orange County,20664
93103,Santa Barbara,Santa Barbara County,20538
94019,Half Moon Bay,San Mateo County,20512
91501,Burbank,Los Angeles County,20511
95965,Oroville,Butte County,20498
92808,Anaheim,Orange County,20483
92377,Rialto,San Bernardino County,20476
91011,La Canada Flintridge,Los Angeles County,20301
94503,American Canyon,Napa County,20276
91361,Westlake Village,Ventura County,20258
90715,Lakewood,Los Angeles County,20256
90069,West Hollywood,Los Angeles County,20230
92106,San Diego,San Diego County,20155
95391,Tracy,San Joaquin County,20131
96130,Susanville,Lassen County,20119
92264,Palm Springs,Riverside County,20072
91040,Sunland,Los Angeles County,20049
94519,Concord,Contra Costa County,20041
92887,Yorba Linda,Orange County,20012
95110,San Jose,Santa Clara County,19928
93023,Ojai,Ventura County,19895
95819,Sacramento,Sacramento County,19890
95519,Mckinleyville,Humboldt County,19763
90814,Long Beach,Los Angeles County,19685
91602,North Hollywood,Los Angeles County,19672
94563,Orinda,Contra Costa County,19644
92603,Irvine,Orange County,19558
90254,Hermosa Beach,Los Angeles County,19539
92586,Sun City,Riverside County,19472
94022,Los Altos,Santa Clara County,19406
91381,Stevenson Ranch,Los Angeles County,19390
92029,Escondido,San Diego County,19382
90210,Beverly Hills,Los Angeles County,19314
94564,Pinole,Contra Costa County,19260
91390,Santa Clarita,Los Angeles County,19168
91345,Mission Hills,Los Angeles County,19145
94945,Novato,Marin County,19043
91902,Bonita,San Diego County,18896
93927,Greenfield,Monterey County,18812
93268,Taft,Kern County,18731
91204,Glendale,Los Angeles County,18723
92082,Valley Center,San Diego County,18705
94949,Novato,Marin County,18695
91506,Burbank,Los Angeles County,18591
91723,Covina,Los Angeles County,18521
96161,Truckee,Nevada County,18488
95959,Nevada City,Nevada County,18343
93210,Coalinga,Fresno County,18336
92371,Phelan,San Bernardino County,18269
93247,Lindsay,Tulare County,18234
92270,Rancho Mirage,Riverside County,18193
91901,Alpine,San Diego County,18162
94595,Walnut Creek,Contra Costa County,18117
93015,Fillmore,Ventura County,17989
90265,Malibu,Los Angeles County,17954
95366,Ripon,San Joaquin County,17909
90502,Torrance,Los Angeles County,17778
95602,Auburn,Placer County,17557
95448,Healdsburg,Sonoma County,17407
91914,Chula Vista,San Diego County,17379
93111,Santa Barbara,Santa Barbara County,17329
94618,Oakland,Alameda County,17252
92587,Sun City,Riverside County,17237
92582,San Jacinto,Riverside County,17219
95816,Sacramento,Sacramento County,17199
93930,King City,Monterey County,17067
95334,Livingston,Merced County,17057
94702,Berkeley,Alameda County,16860
93110,Santa Barbara,Santa Barbara County,16849
90701,Artesia,Los Angeles County,16801
90245,El Segundo,Los Angeles County,16731
90670,Santa Fe Springs,Los Angeles County,16700
93013,Carpinteria,Santa Barbara County,16652
95673,Rio Linda,Sacramento County,16636
94301,Palo Alto,Santa Clara County,16582
93728,Fresno,Fresno County,16574
93402,Los Osos,San Luis Obispo County,16562
94556,Moraga,Contra Costa County,16428
93241,Lamont,Kern County,16397
94305,Stanford,Santa Clara County,16397
92610,Foothill Ranch,Orange County,16360
93631,Kingsburg,Fresno County,16282
92845,Garden Grove,Orange County,16273
95252,Valley Springs,Calaveras County,16262
96022,Cottonwood,Shasta County,16253
93250,Mc Farland,Kern County,16191
93648,Parlier,Fresno County,16087
92637,Laguna Hills,Orange County,16053
96021,Corning,Tehama County,16017
94960,San Anselmo,Marin County,15868
91208,Glendale,Los Angeles County,15860
94612,Oakland,Alameda County,15785
95422,Clearlake,Lake County,15696
90623,La Palma,Orange County,15662
92866,Orange,Orange County,15574
93950,Pacific Grove,Monterey County,15547
95963,Orland,Glenn County,15492
95203,Stockton,San Joaquin County,15487
91203,Glendale,Los Angeles County,15410
95066,Scotts Valley,Santa Cruz County,15341
92274,Thermal,Riverside County,15317
91436,Encino,Los Angeles County,15292
94507,Alamo,Contra Costa County,15105
90305,Inglewood,Los Angeles County,15042
94552,Castro Valley,Alameda County,14938
95437,Fort Bragg,Mendocino County,14859
95650,Loomis,Placer County,14808
90232,Culver City,Los Angeles County,14780
94502,Alameda,Alameda County,14701
94542,Hayward,Alameda County,14699
95130,San Jose,Santa Clara County,14660
94041,Mountain View,Santa Clara County,14572
95315,Delhi,Merced County,14520
95605,West Sacramento,Yolo County,14493
93543,Littlerock,Los Angeles County,14392
90716,Hawaiian Gardens,Los Angeles County,14285
95304,Tracy,San Joaquin County,14282
95540,Fortuna,Humboldt County,14196
94805,Richmond,Contra Costa County,14188
93514,Bishop,Inyo County,14175
94108,San Francisco,San Francisco County,14143
93221,Exeter,Tulare County,14129
95388,Winton,Merced County,14116
95368,Salida,Stanislaus County,14041
91377,Oak Park,Ventura County,13853
93505,California City,Kern County,13774
95817,Sacramento,Sacramento County,13758
94517,Clayton,Contra Costa County,13687
92408,San Bernardino,San Bernardino County,13635
92014,Del Mar,San Diego County,13568
93433,Grover Beach,San Luis Obispo County,13535
94705,Berkeley,Alameda County,13527
95030,Los Gatos,Santa Clara County,13481
91108,San Marino,Los Angeles County,13375
90212,Beverly Hills,Los Angeles County,13314
95360,Newman,Stanislaus County,13278
94904,Greenbrae,Marin County,12994
95490,Willits,Mendocino County,12975
93204,Avenal,Kings County,12961
93640,Mendota,Fresno County,12920
93923,Carmel,Monterey County,12837
95320,Escalon,San Joaquin County,12822
92075,Solana Beach,San Diego County,12752
94920,Belvedere Tiburon,Marin County,12740
90293,Playa Del Rey,Los Angeles County,12728
91105,Pasadena,Los Angeles County,12617
90013,Los Angeles,Los Angeles County,12559
92313,Grand Terrace,San Bernardino County,12547
95742,Rancho Cordova,Sacramento County,12472
94065,Redwood City,San Mateo County,12461
93908,Salinas,Monterey County,12398
92625,Corona Del Mar,Orange County,12394
95954,Magalia,Butte County,12371
90040,Los Angeles,Los Angeles County,12328
93301,Bakersfield,Kern County,12325
95832,Sacramento,Sacramento County,12114
93614,Coarsegold,Madera County,11982
94709,Berkeley,Alameda County,11951
95948,Gridley,Butte County,11917
95814,Sacramento,Sacramento County,11908
90402,Santa Monica,Los Angeles County,11882
94707,Berkeley,Alameda County,11767
92055,Camp Pendleton,San Diego County,11765
95357,Modesto,Stanislaus County,11765
93646,Orange Cove,Fresno County,11738
90248,Gardena,Los Angeles County,11607
95451,Kelseyville,Lake County,11603
95640,Ione,Amador County,11598
92007,Cardiff By The Sea,San Diego County,11417
93647,Orosi,Tulare County,11407
94708,Berkeley,Alameda County,11394
94965,Sausalito,Marin County,11394
92314,Big Bear City,San Bernardino County,11385
95453,Lakeport,Lake County,11369
91207,Glendale,Los Angeles County,11031
95073,Soquel,Santa Cruz County,11013
95425,Cloverdale,Sonoma County,10984
91024,Sierra Madre,Los Angeles County,10932
95953,Live Oak,Sutter County,10925
93442,Morro Bay,San Luis Obispo County,10917
94105,San Francisco,San Francisco County,10916
95338,Mariposa,Mariposa County,10827
95012,Castroville,Monterey County,10780
93109,Santa Barbara,Santa Barbara County,10771
93223,Farmersville,Tulare County,10716
91502,Burbank,Los Angeles County,10708
92567,Nuevo,Riverside County,10648
94571,Rio Vista,Solano County,10605
95386,Waterford,Stanislaus County,10557
91978,Spring Valley,San Diego County,10506
95694,Winters,Yolo County,10495
95064,Santa Cruz,Santa Cruz County,10486
95713,Colfax,Placer County,10472
93108,Santa Barbara,Santa Barbara County,10401
94572,Rodeo,Contra Costa County,10384
95322,Gustine,Merced County,10373
93622,Firebaugh,Fresno County,10335
93219,Earlimart,Tulare County,10285
96019,Shasta Lake,Shasta County,10178
93701,Fresno,Fresno County,10166
95326,Hughson,Stanislaus County,10147
95119,San Jose,Santa Clara County,10027
93286,Woodlake,Tulare County,9906
92310,Fort Irwin,San Bernardino County,9872
94925,Corte Madera,Marin County,9838
90094,Los Angeles,Los Angeles County,9827
92657,Newport Coast,Orange County,9802
92254,Mecca,Riverside County,9779
96097,Yreka,Siskiyou County,9746
95006,Boulder Creek,Santa Cruz County,9632
93546,Mammoth Lakes,Mono County,9591
95033,Los Gatos,Santa Clara County,9511
92252,Joshua Tree,San Bernardino County,9351
93465,Templeton,San Luis Obispo County,9202
93926,Gonzales,Monterey County,9171
92359,Mentone,San Bernardino County,9170
93644,Oakhurst,Madera County,9055
95946,Penn Valley,Nevada County,8977
94931,Cotati,Sonoma County,8926
93620,Dos Palos,Merced County,8906
95010,Capitola,Santa Cruz County,8856
94574,Saint Helena,Napa County,8757
92320,Calimesa,Riverside County,8753
94930,Fairfax,Marin County,8728
90014,Los Angeles,Los Angeles County,8688
92250,Holtville,Imperial County,8655
91020,Montrose,Los Angeles County,8633
91935,Jamul,San Diego County,8550
95065,Santa Cruz,Santa Cruz County,8491
95726,Pollock Pines,El Dorado County,8449
90077,Los Angeles,Los Angeles County,8382
92655,Midway City,Orange County,8382
95324,Hilmar,Merced County,8380
95988,Willows,Glenn County,8298
93449,Pismo Beach,San Luis Obispo County,8180
93625,Fowler,Fresno County,8059
90211,Beverly Hills,Los Angeles County,8019
92325,Crestline,San Bernardino County,7948
95327,Jamestown,Tuolumne County,7918
93463,Solvang,Santa Barbara County,7911
94710,Berkeley,Alameda County,7893
92249,Heber,Imperial County,7861
92548,Homeland,Riverside County,7859
92067,Rancho Santa Fe,San Diego County,7724
92241,Desert Hot Springs,Riverside County,7699
95005,Ben Lomond,Santa Cruz County,7661
93721,Fresno,Fresno County,7650
90056,Los Angeles,Los Angeles County,7649
93510,Acton,Los Angeles County,7644
95932,Colusa,Colusa County,7633
95220,Acampo,San Joaquin County,7576
92233,Calipatria,Imperial County,7509
94515,Calistoga,Napa County,7491
93434,Guadalupe,Santa Barbara County,7451
94027,Atherton,San Mateo County,7415
95019,Freedom,Santa Cruz County,7368
95139,San Jose,Santa Clara County,7363
93234,Huron,Fresno County,7355
93022,Oak View,Ventura County,7179
94028,Portola Valley,San Mateo County,7125
90401,Santa Monica,Los Angeles County,7111
93445,Oceano,San Luis Obispo County,7106
95642,Jackson,Amador County,7101
96067,Mount Shasta,Siskiyou County,7094
95693,Wilton,Sacramento County,7037
95316,Denair,Stanislaus County,7022
95631,Foresthill,Placer County,6851
95018,Felton,Santa Cruz County,6841
95658,Newcastle,Placer County,6837
93267,Strathmore,Tulare County,6788
92276,Thousand Palms,Riverside County,6748
94939,Larkspur,Marin County,6747
93591,Palmdale,Los Angeles County,6744
92342,Helendale,San Bernardino County,6737
96094,Weed,Siskiyou County,6611
92356,Lucerne Valley,San Bernardino County,6573
93924,Carmel Valley,Monterey County,6514
92624,Capistrano Beach,Orange County,6372
93615,Cutler,Tulare County,6347
93240,Lake Isabella,Kern County,6327
95683,Sloughhouse,Sacramento County,6326
95436,Forestville,Sonoma County,6240
93427,Buellton,Santa Barbara County,6200
92372,Pinon Hills,San Bernardino County,6071
95202,Stockton,San Joaquin County,6066
95626,Elverta,Sacramento County,6065
95987,Williams,Colusa County,5950
95971,Quincy,Plumas County,5924
95046,San Martin,Santa Clara County,5918
93428,Cambria,San Luis Obispo County,5859
92861,Villa Park,Orange County,5822
93656,Riverdale,Fresno County,5806
95619,Diamond Springs,El Dorado County,5718
90290,Topanga,Los Angeles County,5681
92352,Lake Arrowhead,San Bernardino County,5578
95470,Redwood Valley,Mendocino County,5561
95709,Camino,El Dorado County,5498
95249,San Andreas,Calaveras County,5444
93256,Pixley,Tulare County,5431
95912,Arbuckle,Colusa County,5380
93270,Terra Bella,Tulare County,5367
92363,Needles,San Bernardino County,5348
93460,Santa Ynez,Santa Barbara County,5284
95672,Rescue,El Dorado County,5266
96101,Alturas,Modoc County,5262
95692,Wheatland,Yuba County,5251
92315,Big Bear Lake,San Bernardino County,5247
93609,Caruthers,Fresno County,5177
95446,Guerneville,Sonoma County,5168
95231,French Camp,San Joaquin County,5165
95666,Pioneer,Amador County,5164
92003,Bonsall,San Diego County,5160
92590,Temecula,Riverside County,5154
92210,Indian Wells,Riverside County,5138
95722,Meadow Vista,Placer County,5123
95222,Angels Camp,Calaveras County,5029
92278,Twentynine Palms,San Bernardino County,4890
92823,Brea,Orange County,4872
96013,Burney,Shasta County,4819
93501,Mojave,Kern County,4802
93225,Frazier Park,Kern County,4782
95365,Planada,Merced County,4775
92121,San Diego,San Diego County,4729
93272,Tipton,Tulare County,4707
94005,Brisbane,San Mateo County,4697
96088,Shingletown,Shasta County,4690
95685,Sutter Creek,Amador County,4665
94951,Penngrove,Sonoma County,4574
92397,Wrightwood,San Bernardino County,4562
92539,Anza,Riverside County,4557
95228,Copperopolis,Calaveras County,4541
96064,Montague,Siskiyou County,4533
95328,Keyes,Stanislaus County,4480
93451,San Miguel,San Luis Obispo County,4477
92382,Running Springs,San Bernardino County,4462
95938,Durham,Butte County,4446
91906,Campo,San Diego County,4428
95614,Cool,El Dorado County,4359
95665,Pine Grove,Amador County,4303
93202,Armona,Kings County,4273
95004,Aromas,Monterey County,4218
95045,San Juan Bautista,San Benito County,4217
93235,Ivanhoe,Tulare County,4215
95236,Linden,San Joaquin County,4199
95633,Garden Valley,El Dorado County,4188
95655,Mather,Sacramento County,4156
94129,San Francisco,San Francisco County,4136
93660,San Joaquin,Fresno County,4090
93953,Pebble Beach,Monterey County,4028
95247,Murphys,Calaveras County,4024
91708,Chino,San Bernardino County,4009
95379,Tuolumne,Tuolumne County,4003
96073,Palo Cedro,Shasta County,3980
90704,Avalon,Los Angeles County,3979
94508,Angwin,Napa County,3935
93675,Squaw Valley,Fresno County,3905
96055,Los Molinos,Tehama County,3866
